"","V1","V2","V3"
"1",0.0122379429329045,-0.0272790546976392,0.0109328595193467
"2",0.0105811377063383,-0.0275029789794626,0.0147660271039728
"3",0.0106405872353128,-0.0232940981323163,0.00440753325648667
"4",0.0105815979912982,-0.0278033822634127,0.011078499749023
"5",0.0114429456202101,-0.0238288597778303,0.0109403245113771
"6",0.0106004324412791,-0.0263248758140273,0.017719798677826
"7",0.00985667616646328,-0.024762678866374,0.0100473558366768
"8",0.0123915627419528,-0.0222599803808854,0.0158825780878558
"9",0.00897882527760064,-0.0289257660640511,0.0128768756378775
"10",0.0104783387706587,-0.0287339871037775,0.0150087956002628
"11",0.0122073031588714,-0.0255595348954281,0.0128997036067086
"12",0.0100242137635378,-0.0269808593370341,0.0148103322959006
"13",0.00967000665393323,-0.0288682428791204,0.0153039870365885
"14",0.0118818676711321,-0.0256110007621261,0.0122212950505264
"15",0.0109544406095488,-0.0235919533592485,0.00607162112101425
"16",0.0117346962753758,-0.0200628881408354,0.008170388675509
"17",0.0105367058565128,-0.026913718340139,0.0206461616376853
"18",0.011164268814647,-0.0255796011256836,0.0051648393270316
"19",0.0102551180367089,-0.0262195042955784,0.00890472957154232
"20",0.0116583647256562,-0.0257088184193326,0.0121848077411989
"21",0.00935055839111906,-0.0264914073578354,0.0167378786560264
"22",0.014159843786914,-0.0216748228581542,0.0161990133609101
"23",0.0106067924024765,-0.0261189318402554,0.0116353565256032
"24",0.0102954554451476,-0.0289696661303825,0.0171248641283426
"25",0.00984971298909977,-0.0249361243516175,0.0176804968905017
"26",0.00861101419846544,-0.0266641755276625,0.0177813363156199
"27",0.00977144762225126,-0.023849860177984,0.0160467509676998
"28",0.0105253975575711,-0.0261397873687717,0.00929014043348193
"29",0.0076426829119033,-0.0255086083090901,0.00945665959611364
"30",0.00959359797347289,-0.0256454141984877,0.010810938750134
"31",0.0101666966006042,-0.0293599186040831,0.0141021621353273
"32",0.011889756935306,-0.0262367678983459,0.0165541685652877
"33",0.00881116881793728,-0.0252042011283773,0.0219140350346882
"34",0.0107965639676955,-0.021892959827582,0.0126305396354186
"35",0.0101379315787021,-0.0268954103568133,0.0164370183447954
"36",0.0116381138675378,-0.023168373182572,-0.00251766686369423
"37",0.00952124303631992,-0.0262238801487971,0.0150895424676895
"38",0.0115436686301428,-0.0297299168758692,0.0192025995399028
"39",0.00868097557018788,-0.0302532209096567,0.00895055168326559
"40",0.010437148711314,-0.0256818120110931,0.0174274577040663
"41",0.00988832440619791,-0.0237680678001242,0.00458921423780533
"42",0.0114278718934176,-0.0270686580542037,0.0165810708589372
"43",0.0109056686902819,-0.0291112144230139,0.0107625533012966
"44",0.0103479474743683,-0.0225277885981091,0.0140614415133025
"45",0.0120113744089082,-0.0248793240224385,0.016562233345305
"46",0.0108720885783694,-0.0292484969839707,0.0112596163782371
"47",0.0102862630367969,-0.0274347684082707,0.0142026378597704
"48",0.00813807487233864,-0.0293146808380972,0.0223498250230708
"49",0.00982366745028796,-0.0250877456070559,0.0124051052789046
"50",0.0117732321433342,-0.0277785004851928,0.0154424793243736
"51",0.00985176967221118,-0.0260672442834156,0.00514937718784473
"52",0.0126799272744402,-0.0263911416050694,0.014666505301461
"53",0.0107198811507099,-0.0311277588866474,0.00681569819145227
"54",0.0104140431879913,-0.0257264745475774,0.0117035766630163
"55",0.00930536147327483,-0.0276304375527793,0.0142297513830745
"56",0.013308780467082,-0.0140719601822559,0.0124419957365548
"57",0.0114603592969292,-0.0232738863841281,0.0192027648824607
"58",0.0125012550928296,-0.0219956222653661,0.0129288349745236
"59",0.0107247481002712,-0.0254498162506647,0.017760734796021
"60",0.0106618386897932,-0.0222776361792926,0.0175505451558923
"61",0.0108320883792324,-0.0283337910918972,0.013789758713506
"62",0.0120565283262667,-0.0208939974742647,0.0107625198407668
"63",0.0109554188790236,-0.0238825321468193,0.00494986582823873
"64",0.0107385701264808,-0.0270185787540727,0.00355689977623817
"65",0.0101412250254339,-0.0271748281182999,0.0218179056014973
"66",0.0123084333007507,-0.0197991075527148,0.00394344381028045
"67",0.011495433944848,-0.0235585459277886,0.0110470803524902
"68",0.010051777214289,-0.0237976019955465,0.0137007426914924
"69",0.0102254275433735,-0.0196299580876485,0.0176949587157333
"70",0.0131713823361738,-0.0178868609050607,0.0145239324538321
"71",0.0113312626910402,-0.0235863969762653,0.0127444696157515
"72",0.0114850094816232,-0.0218668104722526,0.022228418022149
"73",0.0130495405903884,-0.0256263453596258,0.012907546799889
"74",0.00990086576511801,-0.0299771710899059,0.0124790694233827
"75",0.00970767649718362,-0.0258581784248497,0.0204917870017522
"76",0.0105400087491586,-0.0229344471048183,0.0152511435554908
"77",0.0112367109333782,-0.0248965901781464,0.0104662797511372
"78",0.0117689354576621,-0.0307931566859354,0.00845297273180752
